doctor_name,specialization,city,clinic,rating,reviews_count,experience_years,price,consultation_format,source,profile_url
Паргункина Александра Сергеевна,Маммолог,Алматы,"ГКППХВ ""Илийская центральная районная больница"" государственного учреждения ""Управления здравоохранения Алматинской области"" акимата Алматинской области",5,4,13,7000,,idoctor.kz,https://idoctor.kz/almaty/doctor/572029-pargunkina-aleksandra-sergeevna
Паргункина Александра Сергеевна,Маммолог,Алматы,"ГКППХВ ""Илийская центральная районная больница"" государственного учреждения ""Управления здравоохранения Алматинской области"" акимата Алматинской области",5,4,13,7000,,idoctor.kz,https://idoctor.kz/almaty/doctor/572029-pargunkina-aleksandra-sergeevna#review
Нурманова Куралай Сугирбаевна,Маммолог,Алматы,MamaVita - Центр женского здоровья на Навои,,,13,20000,,idoctor.kz,https://idoctor.kz/almaty/doctor/572878-nurmanova-kuralay-sugirbaevna
Нурманова Куралай Сугирбаевна,Маммолог,Алматы,MamaVita - Центр женского здоровья на Навои,,,13,20000,,idoctor.kz,https://idoctor.kz/almaty/doctor/572878-nurmanova-kuralay-sugirbaevna#review
Омарова Анар Ниетбаевна,Кардиолог,Алматы,KENGURU- Семейная и детская многопрофильная клиника,5,3,27,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/573676-omarova-anar-nietbaevna
Омарова Анар Ниетбаевна,Кардиолог,Алматы,KENGURU- Семейная и детская многопрофильная клиника,5,3,27,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/573676-omarova-anar-nietbaevna#review
Еслямов Руслан Ерланович,Паталогоанатом,Алматы,Казахский научно-исследовательский институт онкологии и радиологии,,,6,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574262-eslyamov-ruslan-erlanovich
Еслямов Руслан Ерланович,Паталогоанатом,Алматы,Казахский научно-исследовательский институт онкологии и радиологии,,,6,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574262-eslyamov-ruslan-erlanovich#review
Оразбекова Гульмира Нарзуллаевна,Паталогоанатом,Алматы,"Научный центр акушерства, гинекологии и перинатологии",5,1,10,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574329-orazbekova-gulmira-narzullaevna
Оразбекова Гульмира Нарзуллаевна,Паталогоанатом,Алматы,"Научный центр акушерства, гинекологии и перинатологии",5,1,10,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574329-orazbekova-gulmira-narzullaevna#review
Махнева Анна Фридриховна,Патологоанатом,Алматы,Научный Центр Педиатрии и Детской Хирургии,,,,21529,,idoctor.kz,https://idoctor.kz/almaty/doctor/574361-makhneva-anna-fridrikhovna
Махнева Анна Фридриховна,Патологоанатом,Алматы,Научный Центр Педиатрии и Детской Хирургии,,,,21529,,idoctor.kz,https://idoctor.kz/almaty/doctor/574361-makhneva-anna-fridrikhovna#review
Балапанова Анар Хайржановна,Паталогоанатом,Алматы,Научный центр урологии имени Б.У. Джарбусынова,,,15,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574456-balapanova-anar-khayrzhanovna
Балапанова Анар Хайржановна,Паталогоанатом,Алматы,Научный центр урологии имени Б.У. Джарбусынова,,,15,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574456-balapanova-anar-khayrzhanovna#review
Васильев Анатолий Никифорович,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,56,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574730-vasilev-anatoliy-nikiforovich
Васильев Анатолий Никифорович,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,56,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574730-vasilev-anatoliy-nikiforovich#review
Бондарева Тамара Дмитриевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,36,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574731-bondareva-tamara-dmitrievna
Бондарева Тамара Дмитриевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,36,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574731-bondareva-tamara-dmitrievna#review
Еремеева Светлана Николаевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,37,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574732-eremeeva-svetlana-nikolaevna
Еремеева Светлана Николаевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,37,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574732-eremeeva-svetlana-nikolaevna#review
Молдагалиева Зияда Молдагалиевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574733-moldagalieva-ziyada-moldagalievna
Молдагалиева Зияда Молдагалиевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574733-moldagalieva-ziyada-moldagalievna#review
Аукебаева Татьяна Ивановна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,29,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574734-aukebaeva-tatyana-ivanovna
Аукебаева Татьяна Ивановна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,29,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574734-aukebaeva-tatyana-ivanovna#review
Айдаркулов Абдиманап Шагатаевич,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574735-aydarkulov-abdimanap-shagataevich
Айдаркулов Абдиманап Шагатаевич,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574735-aydarkulov-abdimanap-shagataevich#review
Загуменникова Анна Александровна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574736-zagumennikova-anna-aleksandrovna
Загуменникова Анна Александровна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574736-zagumennikova-anna-aleksandrovna#review
Ломакин Михаил Юрьевич,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,19,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574737-lomakin-mikhail-yurevich
Ломакин Михаил Юрьевич,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,19,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574737-lomakin-mikhail-yurevich#review
Измайлова Зухра Рафиковна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,37,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574738-izmaylova-zukhra-rafikovna
Измайлова Зухра Рафиковна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,37,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574738-izmaylova-zukhra-rafikovna#review
Поданева Виктория Игоревна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,39,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574739-podaneva-viktoriya-igorevna
Поданева Виктория Игоревна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,39,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574739-podaneva-viktoriya-igorevna#review
Файзулина Роза Абуовна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,18,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574740-fayzulina-roza-abuovna
Файзулина Роза Абуовна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,18,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574740-fayzulina-roza-abuovna#review
Островская Наталья Николаевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574741-ostrovskaya-natalya-nikolaevna
Островская Наталья Николаевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574741-ostrovskaya-natalya-nikolaevna#review
Коркина Ольга Васильевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574742-korkina-olga-vasilevna
Коркина Ольга Васильевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574742-korkina-olga-vasilevna#review
Пак Андрей Андреевич,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,14,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574743-pak-andrey-andreevich
Пак Андрей Андреевич,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,14,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574743-pak-andrey-andreevich#review
Мусабаева Лейла Рашидовна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,18,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574744-musabaeva-leyla-rashidovna
Мусабаева Лейла Рашидовна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,18,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574744-musabaeva-leyla-rashidovna#review
Кураметов Бауыржан Толегенулы,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,16,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574745-kurametov-bauyrzhan-tolegenuly
Кураметов Бауыржан Толегенулы,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,16,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574745-kurametov-bauyrzhan-tolegenuly#review
Галушкина Виктория Анатольевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574746-galushkina-viktoriya-anatolevna
Галушкина Виктория Анатольевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574746-galushkina-viktoriya-anatolevna#review
Данилова Наталия Павловна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574747-danilova-nataliya-pavlovna
Данилова Наталия Павловна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574747-danilova-nataliya-pavlovna#review
Жолумбетов Омирбек Орынгазинович,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,18,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574748-zholumbetov-omirbek-oryngazinovich
Жолумбетов Омирбек Орынгазинович,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,18,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574748-zholumbetov-omirbek-oryngazinovich#review
Ирсимбетов Эргазиз Алписбаевич,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574749-irsimbetov-ergaziz-alpisbaevich
Ирсимбетов Эргазиз Алписбаевич,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574749-irsimbetov-ergaziz-alpisbaevich#review
Спивакова Ирина Михайловна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574750-spivakova-irina-mikhaylovna
Спивакова Ирина Михайловна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574750-spivakova-irina-mikhaylovna#review
Касымбеков Ержан Оразович,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,20,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574751-kasymbekov-erzhan-orazovich
Касымбеков Ержан Оразович,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,20,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574751-kasymbekov-erzhan-orazovich#review
Измайлова Елена Булатовна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,35,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574752-izmaylova-elena-bulatovna
Измайлова Елена Булатовна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,35,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574752-izmaylova-elena-bulatovna#review
Каргабаева Асия Жанибековна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,27,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574754-kargabaeva-asiya-zhanibekovna
Каргабаева Асия Жанибековна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,27,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574754-kargabaeva-asiya-zhanibekovna#review
Дарикулова Багимкул Урмановна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574755-darikulova-bagimkul-urmanovna
Дарикулова Багимкул Урмановна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574755-darikulova-bagimkul-urmanovna#review
Селивохина Наталия Валерьевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574756-selivokhina-nataliya-valerevna
Селивохина Наталия Валерьевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574756-selivokhina-nataliya-valerevna#review
Ульжабаева Раушан Кудайбергеновна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574757-ulzhabaeva-raushan-kudaybergenovna
Ульжабаева Раушан Кудайбергеновна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574757-ulzhabaeva-raushan-kudaybergenovna#review
Воюцкая Марина Владимировна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,18,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574758-voyutskaya-marina-vladimirovna
Воюцкая Марина Владимировна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,18,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574758-voyutskaya-marina-vladimirovna#review
Сактаганова Марал Кинбаевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574759-saktaganova-maral-kinbaevna
Сактаганова Марал Кинбаевна,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574759-saktaganova-maral-kinbaevna#review
Ким Олег Борисович,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,18,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574760-kim-oleg-borisovich
Ким Олег Борисович,Судмедэксперт,Алматы,"Алматинский филиал Республиканского государственного казенного предприятия ""Центр судебной медицины"" Министерства Юстиции Республики Казахстан",,,18,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/574760-kim-oleg-borisovich#review
Мамбетова Гульнар Касымовна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577888-mambetova-gulnar-kasymovna
Мамбетова Гульнар Касымовна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577888-mambetova-gulnar-kasymovna#review
Сагимбаева Улжатай Жапаровна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,6,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577889-sagimbaeva-ulzhatay-zhaparovna
Сагимбаева Улжатай Жапаровна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,6,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577889-sagimbaeva-ulzhatay-zhaparovna#review
Абенова Мира Турсуновна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,8,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577890-abenova-mira-tursunovna
Абенова Мира Турсуновна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,8,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577890-abenova-mira-tursunovna#review
Товштейн Елена Юрьевна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577891-tovshteyn-elena-yurevna
Товштейн Елена Юрьевна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577891-tovshteyn-elena-yurevna#review
Лим Александр Иннокентьевич,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577893-lim-aleksandr-innokentevich
Лим Александр Иннокентьевич,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577893-lim-aleksandr-innokentevich#review
Иванова Елена Геннадьевна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,16,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577894-ivanova-elena-gennadevna
Иванова Елена Геннадьевна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,16,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577894-ivanova-elena-gennadevna#review
Бучацкая Елена Эдуардовна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,16,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577895-buchatskaya-elena-eduardovna
Бучацкая Елена Эдуардовна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,16,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577895-buchatskaya-elena-eduardovna#review
Хасанова Олеся Закировна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,8,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577896-khasanova-olesya-zakirovna
Хасанова Олеся Закировна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,8,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577896-khasanova-olesya-zakirovna#review
Гринберг Владимир Борисович,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577897-grinberg-vladimir-borisovich
Гринберг Владимир Борисович,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577897-grinberg-vladimir-borisovich#review
Алибеков Бахытжан Джаныбекович,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577898-alibekov-bakhytzhan-dzhanybekovich
Алибеков Бахытжан Джаныбекович,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577898-alibekov-bakhytzhan-dzhanybekovich#review
Байгожаева Перизат Шамухамбетовна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,6,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577899-baygozhaeva-perizat-shamukhambetovna
Байгожаева Перизат Шамухамбетовна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,6,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577899-baygozhaeva-perizat-shamukhambetovna#review
Гончарова Анастасия Витальевна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577900-goncharova-anastasiya-vitalevna
Гончарова Анастасия Витальевна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577900-goncharova-anastasiya-vitalevna#review
Алещенко Екатерина Ивановна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577901-aleshchenko-ekaterina-ivanovna
Алещенко Екатерина Ивановна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577901-aleshchenko-ekaterina-ivanovna#review
Сергеева Ирина Николаевна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577902-sergeeva-irina-nikolaevna
Сергеева Ирина Николаевна,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,17,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577902-sergeeva-irina-nikolaevna#review
Маратұлы Алмат,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,7,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577903-maratly-almat
Маратұлы Алмат,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,7,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577903-maratly-almat#review
Койбаков Сакен Дуйсенбаевич,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,7,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577904-koybakov-saken-duysenbaevich
Койбаков Сакен Дуйсенбаевич,Паталогоанатом,Алматы,"КГППХВ ""Городское патолого-анатомическое бюро"" Управления здравоохранения города Алматы",,,7,0,,idoctor.kz,https://idoctor.kz/almaty/doctor/577904-koybakov-saken-duysenbaevich#review
