doctor_name,specialization,city,clinic,rating,reviews_count,experience_years,price,consultation_format,source,profile_url
Джумабекова Жанар Нураддиновна,Акушер-гинеколог,,,,,25,19000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/dzumabekova-zanar-nuraddinovna/akuser-ginekolog
Джумашева Ляззат Джанбулатовна,Гастроэнтеролог,,,,,,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/dzumaseva-lyazzat-dzanbulatovna/gastroenterolog
Джунусова Жанар Султанбеккызы,Джунусова Жанар Султанбеккызы,,,,,5,4500,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/dzunusova-zanar-sultanbekkyzy
Ердалимов Еркин Султанович,Ердалимов Еркин Султанович,,,,,5,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/erdalimov-erkin-sultanovic
Есимова Бактыгуль Есенбековна,Есимова Бактыгуль Есенбековна,,,,,8,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/esimova-baktygul-esenbekovna
Есимова Бактыгуль Есенбековна,Аллерголог-иммунолог,,,,,8,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/esimova-baktygul-esenbekovna/allergolog-immunolog
Есмаганбетова Гульнара Серикболовна,Эндокринолог,,,,,12,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/esmaganbetova-gulnara-serikbolovna/endokrinolog
Ешмолдаева Гульмира Берликбаевна,Аллерголог-иммунолог,,,,,14,6000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/esmoldaeva-gulmira-berlikbaevna/allergolog-immunolog
Еспаева Назерке Амангелдіқызы,Анестезиолог,,,,,9,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/espaeva-nazerke-amangeldiqyzy/anesteziolog
Гайнутдин Айсулу Ермеккызы,Гастроэнтеролог,,,,,,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/gainutdin-aisulu-ermekovna/gastroenterolog
Гечгиль Лейла Закиркызы,Акушер-гинеколог,,,,,6,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/gecgil-leila-zakirkyzy/akuser-ginekolog
Годованец Анастасия Олеговна,Акушер-гинеколог,,,,,6,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/godovanec-anastasiya-olegovna/akuser-ginekolog
Годованец Анастасия Олеговна,Акушер-гинеколог детский,,,,,6,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/godovanec-anastasiya-olegovna/akuser-ginekolog-detskii
Грицай Ирина Викторовна,Грицай Ирина Викторовна,,,,,,7000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/gricai-irina-viktorovna
Гульнара Кошмуратова Калбаевна,Эндокринолог,,,,,9,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/gulnara-kosmuratova-kalbaevna/endokrinolog
Умарова Гульзира Кабылхановна,Умарова Гульзира Кабылхановна,,,,,20,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/gulzira-umarova-kabylxanovna
Ибраева Альфия Нурислямовна,Ибраева Альфия Нурислямовна,,,,,,6000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/ibraeva-alfiya-nurislyamovna
Ибраева Альфия Нурислямовна,Акушер-гинеколог,,,,,,6000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/ibraeva-alfiya-nurislyamovna/akuser-ginekolog
Ибраева Саида Булатовна,Диетолог,,,,,6,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/ibraeva-saida-bulatovna/dietolog
Иманғали Әния Сейсенбайқызы,Иманғали Әния Сейсенбайқызы,,,,,5,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/imangali-aniya-seisenbaiqyzy
Иманғали Әния Сейсенбайқызы,Эндокринолог,,,,,5,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/imangali-aniya-seisenbaiqyzy/endokrinolog
Исмаилова Меруерт Муратқызы,Исмаилова Меруерт Муратқызы,,,,,,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/ismailova-meruert-muratqyzy
Исмаилова Меруерт Муратқызы,Эндокринолог,,,,,,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/ismailova-meruert-muratqyzy/endokrinolog
Избасова Айнура Казбековна,Эндокринолог,,,,,17,5000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/izbasova-ainura-kazbekovna/endokrinolog
Измайлович Марина Рашидовна,Измайлович Марина Рашидовна,,,,,10,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/izmailova-marina-rasidovna
Измайлович Марина Рашидовна,Аллерголог-иммунолог,,,,,10,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/izmailova-marina-rasidovna/allergolog-immunolog
Измурзаева Карлигаш Абдиразаковна,Акушер-гинеколог,,,,,,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/izmurzaeva-karligas-abdirazakovna/akuser-ginekolog
Кабдиева Сайда Серикбаевна,Аллерголог-иммунолог,,,,,14,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kabdieva-saida-serikbaevna/allergolog-immunolog
Кабышева Дана Азаматовна,Кабышева Дана Азаматовна,,,,,5,3200,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kabyseva-dana-azamatovna
Кабышева Дана Азаматовна,Фармацевт,,,,,5,3200,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kabyseva-dana-azamatovna/farmacevt
Кадесова Зухра Сейтжанқызы,Акушер-гинеколог,,,,,5,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kadesova-zuxra-seitzanqyzy/akuser-ginekolog
Кадралиев Берик Бекетович,Эндоскопист,,,,,18,5200,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kadraliev-berik-beketovic/endoskopist
Калигожина Таттигуль Мейрамовна,Акушер-гинеколог,,,,,,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kaligozina-tattigul-meiramovna/akuser-ginekolog
Каримова Мамура Абдихакимовна,Эндокринолог,,,,,14,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/karimova-mamura-abdixakimovna/endokrinolog
Каримова Салтанат Сырымбетовна,Дерматовенеролог,,,,,10,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/karimova-saltanat-syrymbetovna/dermatovenerolog
Карлова Айзат Ериковна,Карлова Айзат Ериковна,,,,,,4500,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/karlova-aizat-erikovna
Казбекова Асем Рафхаткызы,Эндокринолог,,,,,7,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kazbekova-asem-rafxatkyzy/endokrinolog
Казиева Гульнара Кадыровна,Казиева Гульнара Кадыровна,,,,,27,12700,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kazieva-gulnara-kadyrovna
Казиева Гульнара Кадыровна,Гомеопат,,,,,27,12700,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kazieva-gulnara-kadyrovna/gomeopat
Кенжегулова Камшат Арыстанбеккызы,Кенжегулова Камшат Арыстанбеккызы,,,,,11,3000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kenzegulova-kamsat-arystanbekkyzy
Кенжибаева Вера Болатовна,Кенжибаева Вера Болатовна,,,,,9,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kenzibaeva-vera-bolatovna
Кенжибаева Вера Болатовна,Акушер-гинеколог,,,,,9,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kenzibaeva-vera-bolatovna/akuser-ginekolog
Керемханұлы Нұрлыбек,Керемханұлы Нұрлыбек,,,,,10,5000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/keremxanuly-nurlybek-keremxanuly
Керимбаева Гульнар Еркебулановна,Эндокринолог,,,,,,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kerimbaeva-gulnar-erkebulanovna/endokrinolog
Киргизбаев Серик Жузбаевич,Киргизбаев Серик Жузбаевич,,,,,28,12700,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kirgizbaev-serik-zuzbaevic
Киргизбаев Серик Жузбаевич,Флеболог,,,,,28,12700,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kirgizbaev-serik-zuzbaevic/flebolog
Кистауова Жанар Боранбаевна,Кистауова Жанар Боранбаевна,,,,,,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kistauova-zanar-boranbaevna
Кистауова Жанар Боранбаевна,Эндоскопист,,,,,,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kistauova-zanar-boranbaevna/endoskopist
Кобеева Нурила Сериккызы,Акушер-гинеколог,,,,,,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kobeeva-nurila-serikkyzy/akuser-ginekolog
Конуров Саламат Асхатович,Конуров Саламат Асхатович,,,,,6,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/konurov-salamat-asxatovic
Коркембек Хулан Хулан,Акушер-гинеколог,,,,,10,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/korkembek-xulan-xulan/akuser-ginekolog
Кошербаева Меруерт Балталиқызы,Акушер-гинеколог,,,,,,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/koserbaeva-meruert-baltaliqyzy/akuser-ginekolog
Кожамбердиева Елена Валерьевна,Эндокринолог,,,,,8,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kozamberdieva-elena-valerevna/endokrinolog
Крестев Марат Игоревич,Крестев Марат Игоревич,,,,,9,15200,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/krestev-marat-igorevic
Крестев Марат Игоревич,Аритмолог,,,,,9,15200,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/krestev-marat-igorevic/aritmolog
Куанышева Айгерим Ерболовна,Акушер-гинеколог,,,,,5,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kuanyseva-aigerim-erbolovna/akuser-ginekolog
Кучербаева Бибигуль Туктаркановна,Гастроэнтеролог,,,,,,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kucerbaeva-bibigul-tuktarkanovna/gastroenterolog
Кульджанова Сауле Муратбековна,Кульджанова Сауле Муратбековна,,,,,,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kuldzanova-saule-muratbekovna
Кумарова Динара Асылгазыевна,Акушер-гинеколог,,,,,10,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kumarova-dinara-asylgazyevna/akuser-ginekolog
Куттыкожаева Салтанат Амантаевна,Гастроэнтеролог,,,,,12,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kuttykozaeva-saltanat-amantaevna/gastroenterolog
Кужекбаева Бибигуль Ериковна,Кужекбаева Бибигуль Ериковна,,,,,,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kuzekbaeva-bibigul-erikovna
Кужекбаева Бибигуль Ериковна,Акушер-гинеколог детский,,,,,,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kuzekbaeva-bibigul-erikovna/akuser-ginekolog-detskii
Кыдырова Салтанат Сериковна,Кыдырова Салтанат Сериковна,,,,,,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/kydyrova-saltanat-serikovna
Благонравова Евгения Николаевна,Благонравова Евгения Николаевна,,,,,10,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/latuta-evgeniya-nikolaevna
Благонравова Евгения Николаевна,Акушер-гинеколог,,,,,10,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/latuta-evgeniya-nikolaevna/akuser-ginekolog
Лекерова Айгуль Нурылдаевна,Акушер-гинеколог,,,,,15,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/lekerova-aigul-nuryldaevna/akuser-ginekolog
Ли Алексей Афанасьевич,Анестезиолог,,,,,7,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/li-aleksei-afanasevic/anesteziolog
Ли Алексей Афанасьевич,Анестезиолог реаниматолог детский,,,,,7,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/li-aleksei-afanasevic/anesteziolog-reanimatolog-detskii
Мадиярқызы Қымбат,Мадиярқызы Қымбат,,,,,14,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/madiyarqyzy-qymbat-madiyarqyzy
Мадиярқызы Қымбат,Гематолог,,,,,14,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/madiyarqyzy-qymbat-madiyarqyzy/gematolog
Мамедова Гульнара Мусадировна,Мамедова Гульнара Мусадировна,,,,,9,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/mamedova-gulnara-musadirovna
Мамырбаев Талгат Нурланович,Гастроэнтеролог,,,,,13,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/mamyrbaev-talgat-nurlanovic/gastroenterolog
Мангушева Макпал Толеубаевна,Мангушева Макпал Толеубаевна,,,,,10,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/manguseva-makpal-toleubaevna
Мақұлбек Әйгерім Серікпайқызы,Диетолог,,,,,,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/maqulbek-aigerim-serikpaiqyzy/dietolog
Марат Нұр Маратқызы,Марат Нұр Маратқызы,,,,,5,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/marat-nur-maratqyzy
Марат Нұр Маратқызы,Эндокринолог,,,,,5,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/marat-nur-maratqyzy/endokrinolog
Матуова Акбота Зарухановна,Матуова Акбота Зарухановна,,,,,15,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/matuova-akbota-zaruxanovna
Махашова Анар Бөлегенқызы,Акушер-гинеколог,,,,,15,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/maxasova-anar-bolegenqyzy/akuser-ginekolog
Махатова Гулдана Дауыловна,Гастроэнтеролог,,,,,5,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/maxatova-guldana-dauylovna/gastroenterolog
Медетбекова Айдана Айдарбекқызы,Акушер-гинеколог,,,,,,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/medetbekova-aidana-aidarbekqyzy/akuser-ginekolog
Менаяков Марат Тугельевич,Менаяков Марат Тугельевич,,,,,17,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/menayakov-marat-tugelevic
Менаяков Марат Тугельевич,Ангиохирург,,,,,17,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/menayakov-marat-tugelevic/angioxirurg
Минбаева Роза Баходировна,Минбаева Роза Баходировна,,,,,18,8800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/minbaeva-roza-baxodirovna
Минбаева Роза Баходировна,Дерматокосметология,,,,,18,8800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/minbaeva-roza-baxodirovna/dermatokosmetologiya
Минбаева Роза Баходировна,Дерматолог,,,,,18,8800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/minbaeva-roza-baxodirovna/dermatolog
Минбаева Роза Баходировна,Дерматовенеролог,,,,,18,8800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/minbaeva-roza-baxodirovna/dermatovenerolog
Молдахметова Гульнара Самуратовна,Эндокринолог,,,,,,5000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/moldaxmetova-gulnara-samuratg/endokrinolog
Мукатаева Гульмира Каиртаевна,Мукатаева Гульмира Каиртаевна,,,,,,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/mukataeva-gulmira-kairzanovna
Мукатаева Гульмира Каиртаевна,Акушер-гинеколог,,,,,,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/mukataeva-gulmira-kairzanovna/akuser-ginekolog
Мусаева Динара Тимуровна,Мусаева Динара Тимуровна,,,,,16,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/musaeva-dinara-timurovna
Мусагулова Жанар Шәкизадқызы,Мусагулова Жанар Шәкизадқызы,,,,,,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/musagulova-zanar-sakizadqyzy
Мусанова Динара Атласовна,Мусанова Динара Атласовна,,,,,19,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/musanova-dinara-atlasovna
Мусанова Динара Атласовна,Акушер-гинеколог,,,,,19,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/musanova-dinara-atlasovna/akuser-ginekolog
Мухаметжанова Раушан Муратовна,Мухаметжанова Раушан Муратовна,,,,,25,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/muxametzanova-rausan-muratovna
Мухаметжанова Раушан Муратовна,Акушер-гинеколог,,,,,25,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/muxametzanova-rausan-muratovna/akuser-ginekolog
Мұхтарова Гүлнұр Бауыржанқызы,Акушер-гинеколог,,,,,,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/muxtarova-gulnur-bauyrzanqyzy/akuser-ginekolog
Набиев Ельшад Смаилович,Набиев Ельшад Смаилович,,,,,10,6000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/nabiev-elsad-smailovic
Насырбеков Назым Абдукаимович,Насырбеков Назым Абдукаимович,,,,,20,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/nasyrbekov-nazym-abdukaimovic
Насырбеков Назым Абдукаимович,Дерматолог,,,,,20,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/nasyrbekov-nazym-abdukaimovic/dermatolog
Науатова Шолпан,Науатова Шолпан,,,,,,8300,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/nauatova-solpan-nauatovna
Науатова Шолпан,Дерматолог,,,,,,8300,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/nauatova-solpan-nauatovna/dermatolog
Науатова Шолпан,Дерматовенеролог,,,,,,8300,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/nauatova-solpan-nauatovna/dermatovenerolog
Нургалиева Дарига Толеугазиновна,Нургалиева Дарига Толеугазиновна,,,,,25,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/nurgalieva-dariga-toleugazinovna
Нургалиева Дарига Толеугазиновна,Гематолог,,,,,25,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/nurgalieva-dariga-toleugazinovna/gematolog
Нуркасымова Каламкас Сапарбековна,Нуркасымова Каламкас Сапарбековна,,,,,29,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/nurkasymova-kalamkas-saparbekovna
Нуркасымова Каламкас Сапарбековна,Аллерголог-иммунолог,,,,,29,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/nurkasymova-kalamkas-saparbekovna/allergolog-immunolog
Нюруллаев Мансур Гарифович,Нюруллаев Мансур Гарифович,,,,,9,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/nyurullaev-mansur-garifovic
Одарченко Наталья Анатольевна,Одарченко Наталья Анатольевна,,,,,40,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/odarcenko-natalya-anatolevna
Олжабаев Олжас Маратович,Олжабаев Олжас Маратович,,,,,14,12700,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/olzabaev-olzas-maratovic
Олжабаев Олжас Маратович,Гастроэнтеролог,,,,,14,12700,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/olzabaev-olzas-maratovic/gastroenterolog
Омар Муножат Нисамеддинқыызы,Акушер-гинеколог,,,,,,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/omar-munozat-nisameddinqyyzy/akuser-ginekolog
Омаров Алибек Серикович,Ангиохирург,,,,,7,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/omarova-alibek-serikovic/angioxirurg
Оспанова Айжан Амировна,Оспанова Айжан Амировна,,,,,18,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/ospanova-aizan-amirovna
Перфильева Валерия Константиновна,Дерматокосметология,,,,,7,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/perfileva-valeriya-konstantinovna/dermatokosmetologiya
Пернебеков Иман Серикбек‎‎ұ‎лы,Акушер-гинеколог,,,,,10,5000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/pernebekov-iman-serikbekuly/akuser-ginekolog
Пернебекова Рысгул Жаксылыковна,Диетолог,,,,,8,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/pernebekova-rysgul-zaksylykovna/dietolog
Потокина Ирина Александровна,Акушер-гинеколог,,,,,10,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/potokina-irina-aleksandrovna/akuser-ginekolog
Калдарбекова Перизат Мыңбайқызы,Калдарбекова Перизат Мыңбайқызы,,,,,16,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/qaldarbekova-perizat-mynbaiqyzy
Қалмен Баян Әсембайқызы,Дерматовенеролог,,,,,16,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/qalmen-bayan-asembaiqyzy/dermatovenerolog
Қойшыман Қуаныш Жұманәліқызы,Қойшыман Қуаныш Жұманәліқызы,,,,,14,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/qoisyman-quanys-zumanaliqyzy
Қуатбай Арайлым Нұрланқызы,Акушер-гинеколог,,,,,,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/quatbai-arailym-nurlanqyzy/akuser-ginekolog
Құттыбаева Айнұр Дүйсенханқызы,Құттыбаева Айнұр Дүйсенханқызы,,,,,9,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/quttybaeva-ainur-duisenxanqyzy
Работягова Надежда Васильевна,Работягова Надежда Васильевна,,,,,27,2600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/rabotyagova-nadezda-vasilevna_1
Раймбаева Зарина Жомартовна,Эндокринолог,,,,,12,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/raimbaeva-zarina-zomartovna_1/endokrinolog
Ракишева Акбота Бауржановна,Ракишева Акбота Бауржановна,,,,,10,5700,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/rakiseva-akbota-baurzanovna
Рахимбекова Айнур Маратовна,Детский гастроэнтеролог,,,,,,10000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/raximbekova-ainur-maratovna/detskii-gastroenterolog
Рахманберлина Гульмира Дусмагамбетовна,Дерматокосметология,,,,,16,5000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/raxmanberlina-gulmira-dusmagambetovna/dermatokosmetologiya
Романкулов Нурканат Байжанович,Романкулов Нурканат Байжанович,,,,,13,5000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/romankulov-nurkanat-baizanovic
Руденок Анна Юрьевна,Акушер-гинеколог,,,,,7,5000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/rudenok-anna-yurevna/akuser-ginekolog
Руденок Анна Юрьевна,Акушер-гинеколог детский,,,,,7,5000,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/rudenok-anna-yurevna/akuser-ginekolog-detskii
Рустембек Салтанат,Акушер-гинеколог детский,,,,,6,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/rustembek-saltanat-/akuser-ginekolog-detskii
Рысбекова Динара Егеубаевна,Дерматокосметология,,,,,5,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/rysbekova-dinara-egeubaevna/dermatokosmetologiya
Садырбаева Лаура Рапилбековна,Садырбаева Лаура Рапилбековна,,,,,,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/sadyrbaeva-laura-rapilbekovna
Садырбаева Лаура Рапилбековна,Дерматолог,,,,,,7600,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/sadyrbaeva-laura-rapilbekovna/dermatolog
Сафаргалиев Малик Ербатырович,Сафаргалиев Малик Ербатырович,,,,,11,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/safargaliev-malik-erbatyrovic
Сафарова Махсуда Амановна,Акушер-гинеколог,,,,,30,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/safarova-maxsuda-amanovna/akuser-ginekolog
Шаймурат Мақсат Талғатұлы,Шаймурат Мақсат Талғатұлы,,,,,,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/saimurat-maqsat-talgatovic
Шаймурат Мақсат Талғатұлы,Эндокринолог,,,,,,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/saimurat-maqsat-talgatovic/endokrinolog
Шакен Жаннур Нургазыкызы,Акушер-гинеколог,,,,,,3800,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/saken-zannur-nurgazykyzy/akuser-ginekolog
Шакиров Равиль Фахраддинрвич,Шакиров Равиль Фахраддинрвич,,,,,10,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/sakirov-ravil-faxraddinrvic
Салимгереева Галия Шабдаровна,Салимгереева Галия Шабдаровна,,,,,38,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/salimgereeva-galiya-sabdarovna
Салимгереева Галия Шабдаровна,Акушер-гинеколог,,,,,38,5100,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/salimgereeva-galiya-sabdarovna/akuser-ginekolog
Шамгынова Гульмира Заркановна,Эндокринолог,,,,,14,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/samgynova-gulmira-zarkanovna/endokrinolog
Шамшидинова Майгуль Армияевна,Шамшидинова Майгуль Армияевна,,,,,18,10200,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/samsidinova-maigul-armiyaevna
Шамшидинова Майгуль Армияевна,Гастроэнтеролог,,,,,18,10200,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/samsidinova-maigul-armiyaevna/gastroenterolog
Шарменова Салтанат Амангельдиновна,Дерматовенеролог,,,,,16,6400,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/sarmenova-saltanat-amangeldinovna/dermatovenerolog
Сарсембинова Рузия Толегеновна,Аллерголог-иммунолог,,,,,,8900,Онлайн,ok.i-teka.kz,https://ok.i-teka.kz/doctor/sarsembinova-ruziya-tolegenovna/allergolog-immunolog
