doctor_name,specialization,city,clinic,rating,reviews_count,experience_years,price,consultation_format,source,profile_url,price_segment
Токаева Гульнара Сагиналыевна,Эндокринолог,Алматы,"Медицинский центр ЭМИРМЕД (г.Алматы, ул.Розыбакиева, 37в)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/413572711750945543,unknown
Аябек Абдрахман Кайратович,"ЛОР, Оториноларинголог",Алматы,"ЛОР-центр ""АЙ-МЕДИКУС"" в Мамыре",0.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/418248051693459981,unknown
Пак Игорь Петрович,Врач УЗИ,Астана,"Медицинский центр ""АЙЯ""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/513995601663222949,unknown
Жанузакова Айнур Маулетовна,Стоматолог • Стоматолог детский • Стоматолог-ортодонт,Караганда,"""Стоматология DentOК""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/454671411712572301,unknown
Хидиралиева Хамида Сейдалиевна,Рентгенолог,Шымкент,"Медицинский центр ""DAUMED""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/335057191698913557,unknown
Казбекова Айжан,Стоматолог,Караганда,Врачебно-физкультурный диспансер,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/921377361691662505,unknown
Абдуллаева Шахноза Талгатовна,Акушер-гинеколог • Гинеколог-эндокринолог,Шымкент,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/363939971701335347,unknown
Чоладзе Софико Тэнгизовна,Врач УЗИ,Караганда,,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/334861231529648948,unknown
Калелова Светлана Кудысовна,Акушер-гинеколог • Врач УЗИ • Гинеколог,Алматы,"Международный клинический центр репродуктологии ""PERSONA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/132638581481260193,unknown
Телегина Екатерина Вячеславовна,Акушер-гинеколог,Шымкент,"Медицинский центр ""DAUMED""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/93091481698828290,unknown
Шынтасов Олжас Танабаевич,Ангиохирург • Хирург,Шымкент,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/8280631701331439,unknown
Даутбаев Канат Абдрахманович,Хирург,Алматы,"TOO ""Alta life""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/462152611558612137,unknown
Султанов Бахтияр Юлдашевич,Анестезиолог-реаниматолог,Шымкент,"Медицинский центр ""DAUMED""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/733172031482290997,unknown
Якярова Светлана Бакрамовна,Гастроэнтеролог • Гепатолог,Алматы,"Медицинский центр ""КЕРУЕН MEDICUS""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/879392781522215843,unknown
Колодий Анастасия Альбертовна,Дерматокосметолог • Дерматолог,Караганда,"Клиника ""КРИСТИНА""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/219507211642677317,unknown
Жарылгапова Галия,Проктолог • Хирург-колопроктолог,Атырау,"Семейная клиника ""FAMILY HEALTH CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/203895221723209348,unknown
Тажгалиева Жаннат Избасаровна,Ревматолог детский,Атырау,"Клиника женского здоровья ""FAMILY HEALTH CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/807575121691656494,unknown
Дукенова Данара Канагатовна,Психолог,Семей (Семипалатинск),"Детский реабилитационный центр ""ТОКТАМЫС""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/620230341692337207,unknown
Цой Ирина Георгиевна,Дерматокосметолог • Дерматолог,Алматы,"Медицинский лазерный центр ""MLC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/41300051494565302,unknown
Алибекова Алия Ерназаровна,Педиатр,Шымкент,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/759360321701259814,unknown
Болат Шынар,Гинеколог детский,Атырау,"Семейная клиника ""FAMILY HEALTH CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/97168861715605180,unknown
Ибраев Максут Капаевич,Ангиохирург • Сосудистый хирург,Астана,Национальный научный центр травматологии и ортопедии имени академика Батпенова Н.Д.,5.0,2.0,,,,doctor.kz,https://doctor.kz/doctors/642504231495607661,unknown
Кайсарбекова Айгуль Орынбековна,Акушер-гинеколог,Астана,"Медицинский центр ""ASTANA CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/895766381495605302,unknown
Криворучко Наталья Алексеевна,"Невропатолог, Невролог",Астана,"Медицинский центр ""ASTANA CLINIC""",1.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/347899111495604493,unknown
Калиева Акниет Нуркенкызы,Эндокринолог,Алматы,"Медицинский центр ЭМИРМЕД (г.Алматы, ул.Розыбакиева, 37в)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/979436171761218052,unknown
Сапарова Замира Кенесовна,"Офтальмолог, Окулист",Астана,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/201945681757497692,unknown
Шермахан Бахытжан Ердулатулы,Стоматолог • Стоматолог-ортопед • Стоматолог-хирург,Алматы,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/869194611761214949,unknown
Тунгатова Жадыра Сериккановна,Врач общей практики (ВОП) • Педиатр • Терапевт,Алматы,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/582570271761211643,unknown
Джубаева Марина Владимировна,Реабилитолог,Алматы,"Центр ""PRIMA MEDICAL GROUP""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/907980391523852707,unknown
Гаджиев Рамазан Рауфович,"ЛОР, Оториноларинголог • Хирург",Алматы,"TOO ""Alta life""",0.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/458573101576836508,unknown
Ташпакова Назгул Тагаевна,Эндокринолог,Алматы,"Медицинский центр ""МЕДИ-СЕРВИС""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/811490251736811782,unknown
Гариева Диляра Равильевна,Физиотерапевт,Алматы,"Медицинский центр ""МЕДИ-СЕРВИС""",0.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/669084521632224757,unknown
Шиндаулов Шадияр Тагабаевич,Пульмонолог • Фтизиатр • Хирург,Шымкент,"Медицинский центр ""DAUMED""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/250208791551093435,unknown
Орлова Василиса Константиновна,Семейный врач,Алматы,"Медицинский центр ""IMC"" на Серкебаева",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/137555291671811602,unknown
Даирбаева Лейла Оралгазыевна,"Невропатолог детский • Невропатолог, Невролог • Эпилептолог",Астана,"Медицинский центр ""NEUROCLINIC ASTANA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/49060501631077146,unknown
Ағабек Әлібек Бахытбекұлы,"ЛОР, Оториноларинголог",Астана,"ЛОР центр ""Сезiм"" на А.Байтурсынова",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/4378881698991532,unknown
Есентаева Сурия Ертугыровна,Маммолог • Онколог,Алматы,"Медицинский центр ""A CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/415360171490337646,unknown
Гильманова Лидия Анваровна,Проктолог,Ташкент,"Медицинский центр ""MEDIMAX""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/936736231565346774,unknown
Шерметов Давранбек Султаниязович,Хирург • Хирург-ортопед,Шымкент,"Медицинский центр ""PROFMEDSERVICE""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/950159901569392710,unknown
Макаровская Евгения Александровна,Педиатр,Шымкент,"Медицинский центр ""PROFMEDSERVICE""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/182645741625310050,unknown
Юсупова Асия Кенесбековна,"Невропатолог детский • Невропатолог, Невролог",Шымкент,"Медицинский центр ""PROFMEDSERVICE""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/484555181569468290,unknown
Раимжанова Тамара Бойрабековна,Дерматолог • Дерматолог детский • Уролог • Уролог детский,Шымкент,"Медицинский центр ""PROFMEDSERVICE""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/196710261508736425,unknown
Ким Наталья Петровна,"ЛОР, Оториноларинголог",Шымкент,"Медицинский центр ""PROFMEDSERVICE""",5.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/427752881569388467,unknown
Калашникова Нина Владимировна,Гастроэнтеролог • Терапевт,Тюлькубас,"Медицинский центр ""PROFMEDSERVICE""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/573051801543570301,unknown
Абрамович Александра Анатольевна,Врач УЗИ,Астана,"Медицинский центр ""PROFMEDSERVICE""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/160002621653480067,unknown
Алханов Нурмахамед Исмаханович,Андролог • Уролог,Шымкент,"Медицинский центр ""PROFMEDSERVICE""",5.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/116613171529648555,unknown
Шурпита Маргарита Николаевна,Акушер-гинеколог,Алматы,"Медицинский центр ""KAZMED CLINIC"" в мкр.Аксай 5",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/959099681692626170,unknown
Балтабай Орынбасар Серикбайулы,Врач общей практики (ВОП) • Педиатр • Терапевт,Алматы,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/138114741735364494,unknown
Нукусбекова Гульнур Исбасаровна,"ЛОР, Оториноларинголог • Фониатр",Алматы,"Медицинский центр ""КЕРУЕН MEDICUS"" на Шарипова",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/551102051550201500,unknown
Ажибекова Манат Сапарбековна,Гинеколог,Астана,"Медицинский центр ""АЙЯ"" на Кошкарбаева",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/286258661662718520,unknown
Темирова Нурсулу Сманхановна,Инфекционист • Педиатр,Шымкент,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/737830261701267583,unknown
Тогымова Перизат Райымкуловна,"Офтальмолог, Окулист",Алматы,"Филиал ТОО ""Лазерный центр Коновалова""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/279297891605776968,unknown
Маметова Гульчахра Аркиновна,Дерматокосметолог • Инфекционист,Тараз,"Медицинский центр ""МЕЙІРІМ""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/158210871484204457,unknown
Жиренбаев Жасулан Оразалыевич,Нейрохирург,Шымкент,"Медицинский центр ""DAUMED""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/222180791698834691,unknown
Кордабаева Меруерт Айдаровна,Кардиолог,Алматы,"Медицинский центр ЭМИРМЕД (г.Алматы, ул.Розыбакиева, 37в)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/717083771744634901,unknown
Иманбаев Алмаз,Стоматолог,Алматы,"Международная Корейская Клиника (Стоматология,Жандосова 10)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/821719631744634247,unknown
Аджиева Наргиз Махаметжановна,Врач общей практики (ВОП) • Педиатр,Алматы,"Медицинский центр ""KAZMED CLINIC"" в мкр.Аксай 5",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/342281651698739525,unknown
Станова Жанар Рахимовна,Кардиолог,Алматы,"Медицинский центр ""CARDIOS"" на Беремжанова",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/841375971665645004,unknown
Догоманова Айнур Сабиткызы,Инфекционист • Педиатр,Алматы,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/999933171744279571,unknown
Аубакирова Акмарал Ерболовна,"Офтальмолог, Окулист",Астана,"Медицинский центр ЭМИРМЕД (г.Астана, Күйші Дина,9)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/63843591744279038,unknown
Ахмадишина Рушана Ильгизаровна,Стоматолог • Стоматолог-ортодонт,Караганда,"""Стоматология DentOК""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/758840761712571672,unknown
Коспанбетова Бакыт Мынбаевна,Акушер-гинеколог • Гинеколог,Алматы,"Медицинский центр ""АРУ""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/657514961712133110,unknown
Гасанов Муслим Исмаилович,Хирург,Шымкент,"Медицинский центр ""DAUMED""",5.0,2.0,,,,doctor.kz,https://doctor.kz/doctors/283437721481711449,unknown
Мусаханова Жаудир Сапарбаевна,Онколог,Алматы,ESCS clinic,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/634272981699008067,unknown
Джусупова Индира Адилевна,"ЛОР, Оториноларинголог",Алматы,"ЛОР Центр ""AI-MEDICUS"" (на Мауленова)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/991371251501050508,unknown
Кенжебаева Камила Сейткамаловна,"Офтальмолог детский • Офтальмолог, Окулист",Алматы,"Медицинский центр ""A CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/480919101492767468,unknown
Мухамбетов Самат Маннапович,"ЛОР, Оториноларинголог",Астана,"ЛОР центр ""Сезiм"" на Сыганак",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/826716171698991156,unknown
Сексенбаева Гульмира Дерибсалиевна,Врач УЗИ,Шымкент,"Медицинский центр ""DAUMED""",5.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/995625531482291513,unknown
Джумашева Лилия Ермековна,Анестезиолог-реаниматолог,Алматы,"Товарищество с Ограниченной Ответственностью ""TESM Company""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/959396491513231234,unknown
Адиева Мадина Куангановна,Врач общей практики (ВОП) • Кардиолог,Алматы,"Медицинский центр ""АРУ""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/536458881712058211,unknown
Керимбаев Руслан Нурланович,Врач КТ • Врач МРТ,Алматы,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/179182861692269540,unknown
Маметниязова Замира Ярмухамедовна,Гастроэнтеролог • Терапевт,Алматы,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/925870481511255924,unknown
Кабдышева Жаннур Камалкзы,Врач общей практики (ВОП) • Педиатр • Терапевт,Алматы,"ПОЛИКЛИНИКА AQMED (8 мкр, 58)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/35972791747297055,unknown
Дильбарханов Басымбек Пердебекович,Стоматолог • Стоматолог-имплантолог • Стоматолог-хирург,Алматы,"Учебно-клинический центр ""СТОМАТОЛОГИЯ"" на Кенесары",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/268759421530595427,unknown
Ахмадиев Нурлан Курмангалиевич,Уролог,Алматы,"ПОЛИКЛИНИКА AQMED (8 мкр, 58)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/266996941507182810,unknown
Божанов Аскар Табигатович,"Офтальмолог детский • Офтальмолог, Окулист",Алматы,"Медицинский центр ""ЭЛИФ-АЙ"" (ТОО ""Medical Development"", Желтоксан,110)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/297586221730127993,unknown
Давыдова Юлия Викторовна,Гастроэнтеролог • Педиатр • Пульмонолог • Терапевт,Алматы,"Медицинский центр ЭМИРМЕД (г.Алматы, ул.Розыбакиева, 37в)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/245026321685729453,unknown
Оразбаев Арман Базарбекович,"ЛОР, Оториноларинголог",Алматы,"Медицинский центр ""КЕРУЕН MEDICUS""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/84215881516165205,unknown
Сулейменова Индира Ескермесовна,Врач общей практики (ВОП) • Педиатр • Пульмонолог,Алматы,Медицинский центр «Паразитология KAZMED»,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/629536471481261021,unknown
Ситдикова Анастасия Анатольевна,"Невропатолог, Невролог",Караганда,"Клиника ""КРИСТИНА""",5.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/954487021529648897,unknown
Джамаева Гульмира Альмаханова,Акушер-гинеколог • Гинеколог,Алматы,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/365040271729178804,unknown
Манашева Анаргуль Сарсенгалиевна,Врач УЗИ • Маммолог • Онколог,Алматы,"Клиника ""ДОСТАР МЕД СЕРВИС"" в Алмагуле",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/140529401559731391,unknown
Бегимбаева Гульнара Енбековна,"Микрохирург • Офтальмолог, Окулист",Алматы,"Офтальмологический центр ""FOCUS""",5.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/381983431515404569,unknown
Артыкбаева Акмарал Мырзакуловна,"Невропатолог, Невролог",Шымкент,"Медицинский центр ""DAUMED""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/899410001645455678,unknown
Бекжанов Одилбек Зарпулаевич,Ортопед • Травматолог,Шымкент,"Медицинский центр ""DAUMED""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/21479051698905793,unknown
Кенжетаева Наталья Альбертовна,Врач УЗИ • Дерматовенеролог • Уролог,,,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/676086221490528334,unknown
Ким Марина Игоревна,"Офтальмолог, Окулист",,"Филиал ТОО ""Лазерный центр Коновалова""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/300322061605778304,unknown
Каргабаева Гульжан Ажмахановна,Врач УЗИ,,"Медицинский центр ""SMART HEALTH UNIVERSITY CITY""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/520216751575530510,unknown
Налибаев Нурсултан Суттибаевич,"Невропатолог, Невролог",Шымкент,"Медицинский центр ""ЭСКУЛАП VITA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/292013171693822112,unknown
Ахметова Зауре Ноятовна,Логопед,Шымкент,"Медицинский центр ""ЭСКУЛАП VITA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/778395791658493337,unknown
Туякбаева Райхан Шайкуалиевна,Акушер-гинеколог • Гинеколог,Шымкент,"Медицинский центр ""ЭСКУЛАП VITA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/2466321693822753,unknown
Асанова Айнаш Бейсенбаевна,Врач общей практики (ВОП),Шымкент,"Медицинский центр ""ЭСКУЛАП VITA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/519384211693554784,unknown
Абылкасова Айгуль Аскаровна,Массажист,Алматы,"Медицинский центр ""МЕДИ-СЕРВИС""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/62774521565752528,unknown
Тавошаров Бахадур Мирзакулович,Стоматолог • Стоматолог детский • Стоматолог-хирург,Алматы,"Педиатрический центр ""КАРУДО""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/801407741712213094,unknown
Сыдыкова Михрай,Рентгенолог,Алматы,"Медицинский центр ""ЮНОНА""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/70689371694512115,unknown
Джунусбекова Гульнара Алдешевна,Кардиолог,Алматы,"Институт гастроэнтерологии, гепатологии и метаболизма ""INTERNA CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/527213241666195995,unknown
Тундыбаева Мейрамгуль Капсиметовна,Кардиолог,Алматы,"Медицинский центр ""HEART CARE CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/670304151666196369,unknown
Есенгельдиева Аида Халмухановна,Врач общей практики (ВОП) • Гастроэнтеролог,Алматы,"Медицинский центр ""АРУ""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/452451971712059687,unknown
Абишева Алия Кобегеновна,"ЛОР, Оториноларинголог",Алматы,"Медицинский центр ""ЮНОНА""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/533817181694511681,unknown
Куандыков Ербол Серикович,"ЛОР, Оториноларинголог",Алматы,"ПОЛИКЛИНИКА AQMED (8 мкр, 58)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/813303381692780728,unknown
Калыев Жандос Алтаевич,Врач МРТ • Рентгенолог,Алматы,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/367147161737716589,unknown
Ергожаева Арайлым Ермековна,Врач общей практики (ВОП) • Педиатр • Терапевт,Алматы,"ПОЛИКЛИНИКА AQMED (8 мкр, 58)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/444348961739255188,unknown
Корабаев Адилет Ерланулы,"ЛОР, Оториноларинголог • Педиатр • Хирург",Бесагаш,"Медицинский центр ""MEDLOR""",0.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/157567521642522470,unknown
Мырзагелдиева Замира Сарсенбековна,Кардиолог,Алматы,"Медицинский центр ""CARDIOS"" на Беремжанова",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/273205821700737248,unknown
Махамбетова Бибайша Нуралиевна,Ревматолог,Шымкент,"Медицинский центр ""DAUMED""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/869409781698833123,unknown
Седова Марина Геннадьевна,Массажист,Алматы,"Mедицинский центр ""DOC+""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/703830681738833096,unknown
Каирбекова Балжан Талгатовна,Педиатр,Алматы,"Mедицинский центр ""DOC+""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/822913951511254673,unknown
Хмаренко Ольга Алексеевна,Кардиолог детский,Алматы,"Mедицинский центр ""DOC+""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/840502841738833031,unknown
Кеулимжаева Раушан Муратовна,Врач общей практики (ВОП) • Педиатр • Терапевт,Алматы,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/825487531735367245,unknown
Шоманбаева Зульфия Алишеркызы,"Офтальмолог, Окулист",Алматы,"Товарищество с Ограниченной Ответственностью ""TESM Company""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/784433321696498323,unknown
Алимбаев Серик Алмазович,Кардиолог • Кардиохирург,Астана,"Медицинский центр ""CARDIOS"" на Казыбек би",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/553837151576645110,unknown
Порохня Дарья Анатольевна,Врач УЗИ • Терапевт,Шымкент,"Медицинский центр ""БАЛ-ЖУСАН""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/690063241617111959,unknown
Молдаканова Жанат,Реабилитолог • Терапевт,Караганда,Врачебно-физкультурный диспансер,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/528903071691660854,unknown
Усенов Даурен Тимурович,"Офтальмолог, Окулист",Астана,Глазная клиника ДОКТОРА ОМАРОВОЙ,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/882164111729075067,unknown
Алипинова Гульжан Какановна,Терапевт,Астана,"Медицинский центр ""АЙЯ"" на Кошкарбаева",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/602100841663237981,unknown
Кошкарбаев Даурен Кошкарбаевич,Массажист,Шымкент,"Медицинский центр ""DAUMED""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/724488481698910497,unknown
Салихова Марианна Федиратовна,"Невропатолог, Невролог",Алматы,"Медицинский центр ""ЮНОНА""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/703855911694513282,unknown
Айтуарова Земфира Джумадилаевна,Гастроэнтеролог • Эндоскопист,Шымкент,"Медицинский центр ""ЭСКУЛАП VITA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/729397581658491871,unknown
Батырбекова Гульнара Вячеславовна,Врач УЗИ,Шымкент,"Медицинский центр ""ЭСКУЛАП VITA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/338550021658494782,unknown
Бустанова Гулнора Мирсаатовна,"ЛОР, Оториноларинголог",Шымкент,"Медицинский центр ""ЭСКУЛАП VITA""",0.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/289667881658492820,unknown
Шериева Куляш Сейдазимовна,Кардиолог,Шымкент,"Медицинский центр ""ЭСКУЛАП VITA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/239745901658488276,unknown
Сулейменова Зауре Серикбаевна,"Невропатолог, Невролог",Шымкент,"Медицинский центр ""ЭСКУЛАП VITA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/567561541658491704,unknown
Бостанова Юлдуз Мирсоатовна,Инфекционист • Педиатр,Шымкент,"Медицинский центр ""ЭСКУЛАП VITA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/554874971658488414,unknown
Рагозина Ольга Николаевна,Педиатр,Шымкент,"Медицинский центр ""ЭСКУЛАП VITA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/518061271658486502,unknown
Мамедова София Мейсалиевна,Эндокринолог,Шымкент,"Медицинский центр ""ЭСКУЛАП VITA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/106415781693556722,unknown
Абылбеков Канат Саулебайулы,Хирург,Шымкент,"Медицинский центр ""ЭСКУЛАП VITA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/684999051693554017,unknown
Адырбеков Жанарыс Серикулы,Рентгенолог,Шымкент,"Медицинский центр ""ЭСКУЛАП VITA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/178894901693554314,unknown
Арысбаева Айгуль Мухтаровна,Ревматолог,Шымкент,"Медицинский центр ""ЭСКУЛАП VITA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/16469111693554572,unknown
Нуркина Саулет Бектуровна,Врач УЗИ,Алматы,"ТОО ""Центр молекулярной медицины""",5.0,2.0,,,,doctor.kz,https://doctor.kz/doctors/418288511451016926,unknown
Голентовский Михаил Владимирович,Врач УЗИ,Алматы,"ТОО ""Центр молекулярной медицины""",5.0,5.0,,,,doctor.kz,https://doctor.kz/doctors/708996831451040396,unknown
Опара Наталья Владимировна,Врач УЗИ,Алматы,"ТОО ""Центр молекулярной медицины""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/268427861695982263,unknown
Молоствова Лидия Николаевна,Акушер-гинеколог • Гинеколог,Алматы,"Клиника ""ДОСТАР МЕД А"" в мкр Айнабулак 2, 71 Д",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/942174461693910645,unknown
Пулатова Гулбахар Аманжоловна,"ЛОР, Оториноларинголог",Алматы,"Клиника ""ДОСТАР МЕД А"" в мкр Айнабулак 2, 71 Д",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/893534321693906893,unknown
Улыхсатова Назипа Зейнуллаевна,Педиатр,Алматы,"Клиника ""ДОСТАР МЕД А"" в мкр Айнабулак 2, 71 Д",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/827407191693908816,unknown
