doctor_name,specialization,city,clinic,rating,reviews_count,experience_years,price,consultation_format,source,profile_url,price_segment
Калиолдина Динара Сериковна,"ЛОР, Оториноларинголог",Алматы,"ЛОР-центр ""V-ENT""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/901694871558001875,unknown
Акшанаева Гулназ Советбековна,Анестезиолог-реаниматолог • Гинеколог,Алматы,"ПОЛИКЛИНИКА AQMED (8 мкр, 58)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/315741731686805212,unknown
Теипов Адилжан Аркинулы,Врач УЗИ,Алматы,"ПОЛИКЛИНИКА AQMED (8 мкр, 58)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/547083901704888004,unknown
Долматова Ирина Анатольевна,"Офтальмолог, Окулист",Алматы,Офтальмологический центр ПРОФЕССОРА БОТАБЕКОВОЙ Т.К.,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/559096711668170361,unknown
Азнабаев Абылай Серикович,Врач УЗИ,Алматы,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/226071441704887709,unknown
Байгозиева Айгерим Тасболатовна,Гастроэнтеролог • Инфекционист • Кардиолог • Педиатр • Пульмонолог • Ревматолог • Терапевт,Астана,"Медицинский центр ЭМИРМЕД (г.Астана, Күйші Дина,9)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/618870481705647109,unknown
Сейдуалиулы Сейлхан,Анестезиолог-реаниматолог,Алматы,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/60017961704971372,unknown
Горбунова Ирина Александровна,Акушер-гинеколог • Гинеколог,Алматы,"Медицинский центр Эмирмед (г.Алматы, ул.Манаса, 53А)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/60215841704447623,unknown
Кутлубулатов Руслан Рафисович,Анестезиолог-реаниматолог • Гастроэнтеролог • Инфекционист • Кардиолог • Педиатр • Пульмонолог • Ревматолог • Терапевт • Эндокринолог,Астана,"Медицинский центр ЭМИРМЕД (г.Астана, Күйші Дина,9)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/790782261705339385,unknown
Тулеубеков Айдос Кайратович,Хирург,Астана,"Медицинский центр ЭМИРМЕД (г.Астана, Күйші Дина,9)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/135409941704283151,unknown
Скахулова Анеля Сериковна,"Невропатолог, Невролог",Алматы,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",0.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/744558331630055375,unknown
Корниенко Оксана Геннадиевна,Акушер-гинеколог • Гинеколог • Дерматовенеролог • Дерматокосметолог,Алматы,Кабинет гинеколога-дерматолога Оксаны Корниенко,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/511312131706606083,unknown
Зотов Михаил Владимирович,Уролог,Алматы,"Медицинский центр ""SOS MEDICAL ASSISTANCE"" на Достык",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/197814431644576501,unknown
Исаева Эльмира Бахрамовна,Педиатр,Алматы,"Медицинский центр ""OLYMP MEDICAL GROUP"" (DiVera)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/276545261520067351,unknown
Ли Дмитрий Павлович,Андролог • Уролог,Алматы,"Клиника мужского здоровья ""UROPRO""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/795960791706601729,unknown
Касенова Карлыгаш Сламбековна,Гинеколог,Астана,"Медицинский центр ""KS DYNASTY""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/839066821704725340,unknown
Ибраимов Ержан Муханбетжанович,Стоматолог • Стоматолог-имплантолог • Стоматолог-ортопед,Алматы,Центральная стоматологическая поликлиника города Алматы,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/533108181576772279,unknown
Набиев Нуржан Сейтходжаевич,Стоматолог • Стоматолог-ортопед,Алматы,"Стоматологическая клиника НАО ""Казахский национальный медицинский университет имени С.Д. Асфендиярова""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/462581831530596625,unknown
Айтбаев Жанабай Жумабекович,Стоматолог • Стоматолог-имплантолог • Стоматолог-хирург,Алматы,"Стоматологическая клиника ""EXTRA DENTAL""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/276218901637744748,unknown
Четыкбаева Райгуль Махмутовна,Рентгенолог,Алматы,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/958116201648432328,unknown
Кәметова Ақмарал Боранбайқызы,Стоматолог • Стоматолог-ортопед,Алматы,"Стоматологическая клиника НАО ""Казахский национальный медицинский университет имени С.Д. Асфендиярова""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/211827041706248883,unknown
Зернаева Дарья Сергеевна,Психотерапевт,Караганда,"Клиника ""КРИСТИНА""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/788189221529649175,unknown
Кривошеева Лариса Васильевна,Физиотерапевт,Караганда,"Клиника ""КРИСТИНА""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/646530301704789710,unknown
Паикидзе Роберт Душикович,Пластический хирург • Хирург,Караганда,"Клиника ""КРИСТИНА""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/961842641529648320,unknown
Паикидзе Георгий Робертович,Пластический хирург • Хирург,Караганда,"Клиника ""КРИСТИНА""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/86871781529648458,unknown
Чуреков Евгений Гарриевич,Анестезиолог-реаниматолог,Караганда,"Клиника ""КРИСТИНА""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/508773331704789148,unknown
Утемисов Аслан Маратович,Стоматолог • Стоматолог-ортопед • Стоматолог-терапевт • Стоматолог-хирург,Астана,"Медицинский центр ""KS DYNASTY""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/154354321704722928,unknown
Отегенов Руслан Жанатевич,Стоматолог • Стоматолог-терапевт • Стоматолог-хирург,Астана,"Медицинский центр ""KS DYNASTY""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/498242321704721217,unknown
Булгакбаева Меруерт Адалбаевна,Врач УЗИ,Астана,"Медицинский центр ""KS DYNASTY""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/636933301704722553,unknown
Саутауов Атабек Жанибекович,Травматолог,Астана,"Медицинский центр ""ELTAI CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/895008701701847973,unknown
Абенова Еркежан Ержанкызы,Врач общей практики (ВОП) • Терапевт • Эндокринолог,Астана,"Медицинский центр ""INJECT CLINIC ASTANA""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/38872171660918487,unknown
Кузерова Эльвира Исахановна,Врач УЗИ,Актобе (Актюбинск),"Медицинский центр ""АЙЯ"" на Кошкарбаева",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/510182201545021301,unknown
Толеубаев Медет Толеубаевич,Пластический хирург • Хирург,Астана,"Медицинский центр ""АЙЯ""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/512490971663056851,unknown
Мерва Татьяна Юрьевна,Врач УЗИ,Астана,"Медицинский центр ""АЙЯ"" на Кошкарбаева",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/386410451575441371,unknown
Досаева Ляззат Омаркызы,Ревматолог,Астана,"Медицинский центр ""АЙЯ"" на Кошкарбаева",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/545810741507804894,unknown
Самеков Багжан Габиденович,Эндоскопист,Астана,"Медицинский центр ""АЙЯ""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/770846211663235017,unknown
Ярманбетов Камиль Бизуллаевич,Инфекционист,Астана,"Медицинский центр ""АЙЯ""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/441979761663237689,unknown
Харсеева Светлана Хабибуловна,Гинеколог • Гинеколог-эндокринолог • Эндокринолог,Астана,"Медицинский центр ""АЙЯ"" на Кошкарбаева",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/281029581663222570,unknown
Сейдалин Назар Каримович,Онколог • Хирург,Астана,"Медицинский центр ""АЙЯ"" на Кошкарбаева",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/247960751663235353,unknown
Байдаулетова Алия Иманалиевна,"Невропатолог, Невролог • Сомнолог",Алматы,"Медицинский центр ""НЕЙРОКЛИНИКА""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/834281991481258274,unknown
Ширяева Ирина Анатольевна,"Невропатолог, Невролог",Алматы,"Клиника ""MEDEA""",1.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/428682181554981132,unknown
Шаяхметова Айгуль Нусипжановна,"ЛОР, Оториноларинголог",Алматы,"Медицинский центр Эмирмед (г.Алматы, ул.Нусупбекова, 26/1)",0.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/436941561648530329,unknown
Кариева Гульнара Саитаслановна,"ЛОР, Оториноларинголог",Алматы,"Центр ""PRIMA MEDICAL GROUP""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/295537941486367671,unknown
Айтымбетова Жанна Касымовна,Врач УЗИ,Алматы,"Медицинский центр ЭМИРМЕД (г.Алматы, ул.Розыбакиева, 37в)",5.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/892429491551435592,unknown
Нығматулла Бекмұхамбет Ермахамбетұлы,Терапевт,Туркестан,Кабинет терапевта. Нығматулла Бекмұхамбет Ермахамбетұлы,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/151689491704359528,unknown
Суйнешова Балзия Зулбухаровна,Эндокринолог,Атырау,"Медицинский центр ""OPEN CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/100120501671447106,unknown
Булекбаева Роза Багитжановна,"Невропатолог, Невролог",Атырау,"Медицинский центр ""OPEN CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/810206391704357421,unknown
Кураков Нурлан Нысангалиевич,"Невропатолог, Невролог",Атырау,"Медицинский центр ""OPEN CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/191585861704357246,unknown
Сеитов Самат,Массажист,Атырау,"Медицинский центр ""OPEN CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/495241931704356958,unknown
Керей Миржан Кереевич,Маммолог,Атырау,"Медицинский центр ""OPEN CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/85375311704353645,unknown
Тұрарбекқызы Лаура,Массажист,Атырау,"Медицинский центр ""OPEN CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/637791871704353228,unknown
Абдрахманова Анар Гинаятовна,Профпатолог • Терапевт,Атырау,"Медицинский центр ""OPEN CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/737542061704352882,unknown
Каражанова Зоя Кубайдоллаевна,Врач УЗИ,Атырау,"Медицинский центр ""OPEN CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/254720121671444801,unknown
Наурзалиева Валия Кабделовна,Кардиолог,Атырау,"Медицинский центр ""OPEN CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/355121301671441714,unknown
Мендигариева Гульнара,"Офтальмолог, Окулист",Атырау,"Медицинский центр ""OPEN CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/832286441671445564,unknown
Сагидоллина Асылжан Аскаровна,Врач общей практики (ВОП),Атырау,"Медицинский центр ""OPEN CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/150333131671445824,unknown
Кушенова Найля Жумабековна,Гинеколог,Атырау,"Медицинский центр ""OPEN CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/21632921704351134,unknown
Ауельбекова Гузаль Тиленбековна,Акушер-гинеколог • Гинеколог,Шымкент,"Медицинский центр ""ВЕНЕРА"" на Айбергенова",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/391404201698833841,unknown
Абдуллаева Маржан Тулендиновна,Ревматолог,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/163101421566982754,unknown
Федянина Юлия Андреевна,"Невропатолог, Невролог",Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/93519011607581177,unknown
Толганбаева Айжан Адиловна,Нефролог • Педиатр,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/108151251601975031,unknown
Балабекова Нурилахан Аргымбековна,Невропатолог детский,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/627462431490337547,unknown
Кебекбаева Жанар Кировна,"ЛОР, Оториноларинголог • Ортопед • Травматолог • Хирург",Алматы,"Медицинский центр ""АЛГАМЕД""",1.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/358722161512534292,unknown
Хахазова Карлыгаш Болаткызы,Кардиолог,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/894453341629109447,unknown
Алиева Асель Бекеновна,Кардиолог,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/998275331653476236,unknown
Шаихова Гульнара Сунатовна,"Врач УЗИ • Врач функциональной диагностики • Невропатолог детский • Невропатолог, Невролог",Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/884019841507286240,unknown
Ислямбекова Гаухар Набиолдакызы,Гирудотерапевт • Физиотерапевт,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/293664691577090622,unknown
Кан Лилия Константиновна,Гастроэнтеролог • Кардиолог • Пульмонолог • Терапевт,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/937235731675853785,unknown
Шолпанкулова Айша Бактыбековна,Гастроэнтеролог • Гематолог • Гинеколог детский,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/801385111629106252,unknown
Булавина Светлана Николаевна,Врач УЗИ • Гастроэнтеролог • Гепатолог,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/486666261631497166,unknown
Нуркасымова Каламкас Сапарбековна,Аллерголог • Иммунолог • Педиатр,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/207964261629102173,unknown
Сулиев Данияр Байтемирович,Врач УЗИ • Врач функциональной диагностики,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/132124271583995020,unknown
Каныбекова Кулзат Итембаевна,Врач УЗИ,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/876216831629108242,unknown
Серикбаева Индира Турлыхановна,Аллерголог • Терапевт,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/228030231664093006,unknown
Мукажанов Марат Кенжетаевич,Аллерголог • Венеролог • Дерматовенеролог • Нефролог • Уролог,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/222863461502422755,unknown
Сманова Айгуль Еркеновна,Аллерголог,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/507207131486016307,unknown
Бекмаханова Гаухар Ибрагимовна,Акушер-гинеколог • Гинеколог,Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/755261691685016062,unknown
Сердалиева Динара Карабатыровна,"ЛОР, Оториноларинголог",Алматы,"Медицинский центр ""АЛГАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/480341201664871886,unknown
Мехмет Болат (Mehmet Bolat),"Офтальмолог, Окулист • Хирург",Алматы,"Турецкая глазная клиника ""ASIA KOZ""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/496343581703829348,unknown
Ахмет Сауле Сериковна,"Офтальмолог, Окулист",Алматы,"Турецкая глазная клиника ""ASIA KOZ""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/342758941703829111,unknown
Имирова Лаура Владимировна,Дерматовенеролог • Дерматолог,Алматы,"Медицинский центр ""ЮНОНА""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/359997651554179199,unknown
Новик Сергей Вячеславович,Акушер-гинеколог,Шымкент,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",0.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/213518811701330872,unknown
Арипжанова Гульмира Ордабековна,Маммолог • Онколог,Шымкент,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/90047191701267909,unknown
Қален Сұлуғайша Қамбарқызы,Дерматокосметолог • Дерматолог,Шымкент,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/597256091701266316,unknown
Панаев Магомед Сефович,Акушер-гинеколог • Гинеколог,Шымкент,"Медицинский центр ""PREMIUM CLINIC"" на Дулати",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/940216961701262973,unknown
Жанисов Жарас Раматиллаулы,"Врач, инструктор ЛФК",Тараз,Центр ДОКТОРА БУБНОВСКОГО,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/587101531701242612,unknown
Шарипов Аубакир Сабыржанович,"Врач, инструктор ЛФК",Тараз,Центр ДОКТОРА БУБНОВСКОГО,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/971134281701242363,unknown
Асанов Данияр Джамбулович,Аллерголог • Иммунолог,Алматы,"Клиника ""SALUS""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/843565511528448288,unknown
Байменова Бахыт Кабдрашевна,Невропатолог детский,Астана,"Детский медицинский центр ""БАЛДЫРГАН""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/719433771516675693,unknown
Хегай Елена Леонидовна,Семейный врач,Алматы,"Медицинский центр ""IMC"" на Муканова",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/435696561536830240,unknown
Оспанова Жулдыз Саладжановна,Врач функциональной диагностики • Кардиолог,Алматы,"Медицинский центр ""CARDIOS"" на Казыбек би",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/752200701657215990,unknown
Исаханова Айнур Болатовна,Врач функциональной диагностики • Кардиолог,Алматы,"Медицинский центр ""CARDIOS"" на Казыбек би",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/771772541700738103,unknown
Акилбекова Гулнур Джандарбековна,Врач функциональной диагностики • Кардиолог,Алматы,"Медицинский центр ""CARDIOS"" на Казыбек би",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/730076121700737904,unknown
Байсалова Айдана Усербаевна,"Врач общей практики (ВОП) • Невропатолог, Невролог",Алматы,"Медицинский центр ""ELTAI CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/947927101700643428,unknown
Хамитов Женисбек Жанболатулы,Проктолог • Хирург,Алматы,"Медицинский центр ""ELTAI CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/570619551700642794,unknown
Абишева Жанар Ережеповна,Кардиолог,Алматы,"Медицинский центр ""ELTAI CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/992515021700639817,unknown
Жумакулов Еркебулан Пирназарулы,Андролог • Гинеколог • Уролог • Уролог детский,Астана,"Медицинский центр ""ELTAI CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/632981961693211623,unknown
Абдихалык Гулимхан Мырзабековна,Акушер-гинеколог • Гинеколог,Алматы,"Медицинский центр ""ELTAI CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/429585091511238064,unknown
Асылханулы Ермахан,Врач УЗИ,Алматы,"Медицинский центр ""ELTAI CLINIC""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/835455271700636860,unknown
Дусеева Галия Баяшевна,Инфекционист • Паразитолог,Актобе (Актюбинск),"Медицинский центр ""KAZMED""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/895578211692699469,unknown
Умарова Жанар Сатыбалдиевна,Инфекционист • Паразитолог,Актобе (Актюбинск),"Реабилитационный медицинский центр ""КЛИНИКА ДАРУ""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/359616291692699368,unknown
Бектаева Инабат Сейткасымовна,Эндокринолог,Алматы,Городская клиническая больница №1,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/325831571698398894,unknown
Алхазов Авдалим Олегович,Стоматолог • Стоматолог детский • Стоматолог-терапевт • Стоматолог-хирург,Алматы,"Международная Корейская Клиника (Стоматология,Жандосова 10)",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/972046141686809997,unknown
Федосина Марина Владимировна,Гастроэнтеролог,Алматы,Научно-исследовательский институт кардиологии и внутренних болезней,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/770711351666196628,unknown
Танабаева Айнаш Сериковна,Гастроэнтеролог,Алматы,Научно-исследовательский институт кардиологии и внутренних болезней,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/557816721666102938,unknown
Кудайбергенова Маржан Сардарбековна,Стоматолог • Стоматолог детский • Стоматолог-ортопед • Стоматолог-терапевт,Алматы,"Стоматология ""RASUL DENT"" доктора Узденовой Беллы Юсуфовны",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/524293491698903271,unknown
Созаев Шамиль Расулович,Стоматолог • Стоматолог-терапевт • Стоматолог-хирург,Алматы,"Стоматология ""RASUL DENT"" доктора Узденовой Беллы Юсуфовны",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/277013921698901505,unknown
Узденова Белла Юсуфовна,Стоматолог • Стоматолог-ортодонт • Стоматолог-ортопед • Стоматолог-терапевт • Стоматолог-хирург,Алматы,"Стоматология ""RASUL DENT"" доктора Узденовой Беллы Юсуфовны",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/934791361698900988,unknown
Борончиев Мадияр Шамильевич,Стоматолог • Стоматолог детский,Алматы,"Стоматологическая клиника ""WHITESTORY by KIDS SMILE"" на Азербаева",5.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/726708531501129203,unknown
Порошина Лариса Николаевна,Стоматолог • Стоматолог-терапевт,Алматы,"Стоматологическая клиника ""WHITESTORY by KIDS SMILE"" на Азербаева",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/9440021619605840,unknown
Мейер Татьяна Евгеньевна,Уролог,Алматы,"Медицинский центр ""SOS MEDICAL ASSISTANCE"" на Ауэзова",5.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/418605751483578146,unknown
Нажимиденова Гельсина Дамировна,Гинеколог • Гинеколог-эстетист,Атырау,"Центр очищения организма ""SHANI"", г. Атырау",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/590749421699435128,unknown
Мұсақұлова Айжан Аманкелдіқызы,Акушер-гинеколог • Врач общей практики (ВОП) • Гинеколог • Гинеколог детский • Сексолог,Атырау,"Центр очищения организма ""SHANI"", г. Астана",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/862468651699434646,unknown
Сативалдиева Малика Юлдашваевна,Врач УЗИ • Ревматолог,Шымкент,"Медицинский центр ""РЕВМАМЕД""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/404161181668061474,unknown
Махмудов Шосаид Абдурашитович,Ревматолог,Шымкент,"Медицинский центр ""РЕВМАМЕД""",5.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/137525921502858151,unknown
Айдаралиев Баглан Джетигенович,"Офтальмолог, Окулист",Алматы,Казахский научно-исследовательский институт глазных болезней,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/927861321515389008,unknown
Бектаев Ринат Маратович,"Офтальмолог, Окулист",Алматы,Офтальмологический центр ДОКТОРА КУРБАНОВА,5.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/421118251487068904,unknown
Мангитаева Айгуль Мынжасаровна,"Офтальмолог, Окулист",Алматы,Офтальмологический центр ДОКТОРА КУРБАНОВА,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/840030941487069003,unknown
Кулимбетова Гаухар Амангельдиевна,"Офтальмолог детский • Офтальмолог, Окулист",Алматы,"Медицинский центр ""MEDICAL ASSISTANCE GROUP"" на Абдуллиных",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/876114551506321225,unknown
Курбанов Рифат Рашитович,"Офтальмолог, Окулист",Алматы,Офтальмологический центр ДОКТОРА КУРБАНОВА,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/376024821487043522,unknown
Жаканова Гульмира Калыбаевна,"Офтальмолог, Окулист",Алматы,Офтальмологический центр ДОКТОРА КУРБАНОВА,0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/799939601487068697,unknown
Катасонова Елена Сергеевна,Стоматолог • Стоматолог детский • Стоматолог-ортодонт,Алматы,Кабинет стоматолога. Катасонова Елена Сергеевна,2.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/670510791481275784,unknown
Нигай Григорий Алексеевич,Стоматолог • Стоматолог детский • Стоматолог-ортодонт • Стоматолог-ортопед • Стоматолог-терапевт,Алматы,"Стоматологическая клиника ""DENTAL HOUSE""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/907881411703241396,unknown
Овчинникова Елена Станиславовна,Стоматолог • Стоматолог детский • Стоматолог-терапевт,Алматы,"Стоматологическая клиника ""DENTAL HOUSE""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/415173761703241890,unknown
Кулимбетов Фархад Адильханович,Стоматолог • Стоматолог детский • Стоматолог-ортопед • Стоматолог-хирург,Алматы,"Стоматологическая клиника ""DENTAL HOUSE""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/297301661703242136,unknown
Балгабаева Айнур Асеттуллаевна,Врач УЗИ • Врач функциональной диагностики • Кардиолог,Алматы,"Медицинский центр ""SOS MEDICAL ASSISTANCE"" на Ауэзова",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/465252301695895960,unknown
Багжанова Лидия Александровна,Стоматолог • Стоматолог-терапевт,Павлодар,"Цифровая стоматологическая клиника ""МЕДЕО""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/854887371701864547,unknown
Жантемирова Майя Болатовна,Стоматолог • Стоматолог-терапевт,Павлодар,"Цифровая стоматологическая клиника ""МЕДЕО""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/421126931701864386,unknown
Шкабарня Светлана Николаевна,Стоматолог • Стоматолог-терапевт,Павлодар,"Цифровая стоматологическая клиника ""МЕДЕО""",0.0,0.0,,,,doctor.kz,https://doctor.kz/doctors/599470931701864275,unknown
Марченко Антон Павлович,Стоматолог • Стоматолог-ортопед,Павлодар,"Цифровая стоматологическая клиника ""МЕДЕО""",0.0,1.0,,,,doctor.kz,https://doctor.kz/doctors/809995871701863818,unknown
